"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS5252","Williston","Barnwell County","SC","Williston Police Department","Police","The Williston Police Department purchased body-worn cameras in 2016 with a $3,484 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5253","Williamston","Anderson County","SC","Williamston Police Department","Police","The Williamston Police Department purchased body-worn cameras in 2016 with a $5,028 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5254","Winnsboro","Fairfield County","SC","Winnsboro Department of Public Safety","Police","The Winnsboro Department of Public Safety purchased body-worn cameras in 2016 with a $20,288 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5255","Rock Hill","York County","SC","Winthrop University Police Department","Police","The Winthrop University Police Department purchased body-worn cameras in 2016 with a $9,200 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5256","Woodruff","Spartanburg County","SC","Woodruff Police Department","Police","The Woodruff Police Department purchased body-worn cameras in 2016 with a $4,765 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5257","York","York County","SC","York County Sheriff's Office","Sheriff","The York County Sheriff’s Office purchased body-worn cameras in 2016 with a $68,229 grant through the South Carolina Department of Public Safety.","County","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5258","West Union","Oconee County","SC","West Union Police Department","Police","The West Union Police Department purchased body-worn cameras in 2016 with a $712 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5259","Due West","Abbeville County","SC","Erskine College Police Department","Police","The Erskine College Police Department purchased body-worn cameras in 2016 with a $1,725 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5260","Burnettown","Aiken County","SC","Burnettown Police Department","Police","The Burnettown Police Department purchased body-worn cameras in 2016 with a $8,800 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5261","Florence","Florence County","SC","Florence Police Department","Police","The Florence Police Department purchased body-worn cameras in 2016 with a $29,083 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5262","Walterboro","Colleton County","SC","Walterboro Police Department","Police","The Walterboro Police Department purchased body-worn cameras in 2016 with a $36,812 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5263","Johnston","Edgefield County","SC","Johnston Police Department","Police","The Johnston Police Department purchased body-worn cameras in 2016 with a $14,065 grant through the South Carolina Department of Public Safety.","Municipal","Body-worn Cameras","","https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/","","The Berkeley Observer","","08/07/2016","","","","","","","","","",""
"AOS5264","Wilmington","New Hanover County","NC","Wilmington Police Department","Police","The Wilmington Police Department has been using ShotSpotter gunshot detection technology since 2012.","Municipal","Gunshot Detection","ShotSpotter","https://www.wect.com/story/16987044/wpd-implements-system-to-pinpoint-gunfire-locations/","","WECT 6 News","","02/22/2012","","","","","","","","","",""
"AOS5265","Springfield","Hampden County","MA","Springfield Police Department","Police","The Springfield Police Department upgraded its ShotSpotter gunshot detection system in 2013.","Municipal","Gunshot Detection","ShotSpotter","https://www.businesswire.com/news/home/20130314005484/en/Springfield-MA-Police-Department-Partners-New-North","","Business Wire ","","03/14/2013","","","","","","","","","",""
"AOS5266","Miami Gardens","Miami-Dade County","FL","Miami Gardens Police Department","Police","The Miami Gardens Police Department uses ShotSpotter gunshot detection technology. ","Municipal","Gunshot Detection","ShotSpotter","https://www.bradenton.com/latest-news/article34591431.html","","Bradenten Herald","","10/14/2013","https://www.nbcmiami.com/news/local/thousands-gunshots-few-arrests-miami-police-nbc-investigators/170508/","","NBC Miami ","","10/25/2018","","","","",""
"AOS5267","Baton Rouge","East Baton Rouge Parish","LA","Baton Rouge Police Department","Police","The Baton Rouge Police Department uses Shotspotter gunshot detection technology.","Municipal","Gunshot Detection","ShotSpotter","https://www.wafb.com/story/34071509/shotspotter-camera-sends-police-to-home-invasion-shooting/","","WAFB9","","12/16/2016","https://www.theadvocate.com/baton_rouge/news/crime_police/article_ce467640-152f-11e9-8176-9f724a3882b4.html","","The Advocate","","01/12/2019","","","","",""
"AOS5268","Tampa","Hillsborough County","FL","Tampa Police Department","Police","The Tampa Police Department began using ShotSpotter gunshot detection technology in 2019.","Municipal","Gunshot Detection","ShotSpotter","https://www.abcactionnews.com/news/region-hillsborough/tampa-police-to-use-shotspotter-technology-in-high-crime-area","","ABC News","","12/18/2018","","","","","","","","","",""
"AOS5269","Pleasantville","Atlantic County","NJ","Pleasantville Police Department","Police","The Pleasantville Police Department began using ShotSpotter gunshot detection technology in 2019. ","Municipal","Gunshot Detection","ShotSpotter","https://www.pressofatlanticcity.com/news/pleasantville-introduces-shotspotter-to-community/article_3c7272ff-2430-5b32-84f2-e6333a326957.html","","Press of Atlantic City","","01/17/2019","","","","","","","","","",""
"AOS5270","Boston","Suffolk County","MA","Boston Police Department","Police","The Boston Police Department began using ShotSpotter gunshot detection technology in 2007. ","Municipal","Gunshot Detection","ShotSpotter","https://www.wbur.org/news/2011/12/23/shotspotter","","wbur News","","12/23/2011","","","","","","","","","",""
"AOS5271","Somerville","Middlesex County","MA","Somerville Police Department","Police","The Somerville Police Department uses ShotSpotter gunshot detection technology. ","Municipal","Gunshot Detection","ShotSpotter","https://www.youtube.com/watch?v=2AsKo693eC0&feature=emb_logo","","Shotspotter ","","8/2/2018","https://www.somervillepd.com/images/Policies/134_Shotspotter.pdf","","Somerville Police Department","","2/25/2016","","","","",""
"AOS5272","Greenville","Pitt County","NC","Greenville Police Department","Police","The Greenville Police Department began using ShotSpotter gunshot detection technology in 2018. The department spent $225,000 on the initial 3-year contract.","Municipal","Gunshot Detection","ShotSpotter","http://www.theeastcarolinian.com/news/article_ec4ec18a-ce42-11e8-9ec5-13f8a72baf3f.html","","The East Carolinian ","","10/12/2018","https://americansecuritytoday.com/greenville-pd-to-use-shotspotter-to-reduce-gun-violence/","","American Security Today","","2/26/2019","https://www.witn.com/content/news/Shotspotter-helping-Greenville-police-respond-faster-if-a-gun-is-fired-506187221.html","","WITN","","02/21/2019"
"AOS5273","Little Rock","Pulaski County","AR","Little Rock Police Department","Police","The Little Rock Police Department began using ShotSpotter gunshot detection technology in December 2018. ","Municipal","Gunshot Detection","ShotSpotter","https://www.thv11.com/article/news/local/little-rock/new-technology-allows-little-rock-police-to-detect-and-locate-gunfire/91-75eb370a-0fd2-489f-9639-99ce49483615","","THV11","","12/31/2018","","","","","","","","","",""
"AOS5274","East Palo Alto","San Mateo County","CA","East Palo Alto Police Department","Police","The East Palo Alto Police Department started using ShotSpotter gunshot detection technology in 2007. ","Municipal","Gunshot Detection","ShotSpotter","https://www.businesswire.com/news/home/20070731005036/en/City-East-Palo-Alto-New-ShotSpotter-Crime-Fighting","","Business Wire","","07/31/2007","https://www.ci.east-palo-alto.ca.us/index.aspx?nid=652","","City of East Palo Alto","","12/19/17","https://www.ci.east-palo-alto.ca.us/index.aspx?nid=559","","City of East Palo Alto","","9/18/19"
"AOS5275","Richmond","Contra Costa County","CA","Richmond Police Department","Police","The Richmond Police Department has installed ShotSpotter gunshot detection technology over six square miles of the city's ""most troubled geography.""","Municipal","Gunshot Detection","ShotSpotter","https://www.ci.richmond.ca.us/2440/Policing-Bureau?NID=2440","","City of Richmond","","","https://books.google.com/books?id=evfklB3i70EC&pg=PA414&lpg=PA414&dq=%22city+of+richmond+ca%22+%22shotspotter%22&source=bl&ots=SO-_pFqSJH&sig=ACfU3U1whrskiVK881sIJjJziqoTfk7Ipg&hl=en&sa=X&ved=2ahUKEwjw39bk3dfoAhUBKH0KHTuLDrMQ6AEwAnoECAwQKQ#v=onepage&q=%22city%20of%20richmond%20ca%22%20%22shotspotter%22&f=false","","Google Books","","","","","","",""
"AOS5276","Denver","Denver County","CO","Denver Police Department","Police","The Denver Police Department  uses ShotSpotter gunshot detection technology. ","Municipal","Gunshot Detection","ShotSpotter","https://www.denvergov.org/content/denvergov/en/police-department/news/2019/dpd-shotspotter-test-monday.html","","Denver Government","","08/25/2019","","","","","","","","","",""
"AOS5277","Bridgeport","Fairfield County","CT","Bridgeport Police Department","Police","The Bridgeport Police Department began using ShotSpotter gunshot detection technology in 2018.","Municipal","Gunshot Detection","ShotSpotter","https://www.bridgeportct.gov/feed-news/?FeedID=2728","","Bridgeport Connecticut","","12/12/2018","","","","","","","","","",""
"AOS5278","New Haven","New Haven County","CT","New Haven Police Department","Police","The New Haven Police Department expanded its use of ShotSpotter gunshot detection technology in 2016. The agency spends $220,000 a year on the technology.","Municipal","Gunshot Detection","ShotSpotter","https://www.nhregister.com/connecticut/article/New-Haven-to-broadly-widen-use-of-Shotspotter-11360546.php","","New Haven Register","","06/06/2015","https://www.nbcconnecticut.com/news/local/new-haven-planning-to-expand-use-of-shotspotter-technology/57106/","","NBC Connecticut ","","04/12/2016","","","","",""
"AOS5279","Wilmington","New Castle County","DE","Wilmington Police Department","Police","The Wilmington Police Department began using ShotSpotter gunshot detection technology in 2014. ","Municipal","Gunshot Detection","ShotSpotter","https://www.delawareonline.com/story/opinion/editorials/2014/06/11/wilmingtons-new-crime-fighting-plan-target/10349911/?from=global&sessionKey=&autologin=&utm_content=buffercac74&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer&fbclid=IwAR2JgOMwgsavby6Fr3Gfnju_NPVK-snb-C6cSLb4GLJXcZ7gKRvs04CRZyE","","Delaware Online","","06/11/2014","","","","","","","","","",""
"AOS5280","Jackson","Jackson County","FL","Jackson Police Department","Police","The Jackson Police Department began using ShotSpotter gunshot detection technology in 2016. ","Municipal","Gunshot Detection","ShotSpotter","https://www.jaxsheriff.org/Sheriff-s-Office/History.aspx","","Jackson Sheriff's Office","","","","","","","","","","","",""
"AOS5281","Riviera Beach","Palm Beach County","FL","Riviera Beach Police Department","Police","The Riviera Beach Police Department began using ShotSpotter gunshot detection technology in 2010. ","Municipal","Gunshot Detection","ShotSpotter","https://www.palmbeachpost.com/article/20101229/NEWS/812038709","","Palm Beach Post","","12/29/2010","https://www.sun-sentinel.com/news/fl-xpm-2010-03-20-fl-riviera-gunshot-sensor-20100319-4-story.html","","South Florida Sun Sentinel","","03/20/2019","https://cbs12.com/news/local/is-gun-detection-system-making-a-difference","","CBS 12","","08/14/2018"
"AOS5282","Chicago","Cook County","IL","Chicago Police Department","Police","In 2018, the Chicago Police Department signed a three-year contract worth $23 million with ShotSpotter for gunshot detection technology. The network of sensors spans 100 square miles and 12 police districts. ","Municipal","Gunshot Detection","ShotSpotter","https://www.shotspotter.com/press-releases/chicago-signs-23-million-multi-year-agreement-with-shotspotter-to-extend-gunshot-detection-coverage-into-next-decade/","","Shotspotter","","09/05/2018","","","","","","","","","",""
"AOS5283","Everett","Middlesex County","MA","Everett Police Department","Police","The Everett Police Department began using ShotSpotter gunshot detection technology in 2014. ","Municipal","Gunshot Detection","ShotSpotter","https://www.everettpolicema.com/publications/2014%20annual%20report.pdf","","Everett Police ","","2014","","","","","","","","","",""
"AOS5284","New Bedford","Bristol County","MA","New Bedford Police Department","Police","The New Bedford Police Department began ShotSpotter gunshot detection technology in 2011. ","Municipal","Gunshot Detection","ShotSpotter","https://www.southcoasttoday.com/article/20110201/news/102010368","","South Coast Today","","02/01/2011","","","","","","","","","",""
"AOS5285","Minneapolis","Hennepin County","MN","Minneapolis Police Department","Police","The Minneapolis Police Department has been using ShotSpotter gunshot detection technology since 2007. It expanded its use of ShotSpotter gunshot detection technology to encompass a wider area in 2019. ","Municipal","Gunshot Detection","ShotSpotter","http://www.minneapolismn.gov/www/groups/public/@council/documents/webcontent/convert_256148.pdf","","Minneapolis Government","","03/23/07","https://www.buzzfeednews.com/article/carolinehaskins1/george-floyd-protests-surveillance-technology","","Buzzfeed News","","05/29/2020","https://lims.minneapolismn.gov/File/2019-00882","","City of Minneapolis","","8/31/2019"
"AOS5287","Kansas City","Cass County, Platte County, Clay County, Jackson County","MO","Kansas City Police Department","Police","The Kansas City Police Department began using ShotSpotter gunshot detection technology in 2012. ","Municipal","Gunshot Detection","ShotSpotter","http://northeastnews.net/pages/kansas-city-launches-shotspotter-technology-to-combat-gun-violence/","","Northeast News","","10/03/2012","","","","","","","","","",""
"AOS5288","St. Louis","St. Louis County","MO","St. Louis Metropolitan Police Department","Police","The City of St. Louis purchased ShotSpotter gunshot detection technology in 2008. ","Municipal","Gunshot Detection","ShotSpotter","https://slmpd.org/images/SLMPD%20ARGÇö8-31-10.pdf","","St. Louis Missouri Police Department","","2008","","","","","","","","","",""
"AOS5289","Omaha","Douglas County","NE","Omaha Police Department","Police","The Omaha Police Department began using ShotSpotter gunshot detection technology in 2011. ","Municipal","Gunshot Detection","ShotSpotter","https://police.cityofomaha.org/images/Annual_Reports/AnnualReport2011Final.pdf","","City of Omaha","","2011","https://www.wowt.com/content/news/ShotSpotter-technology-providing-crucial-ears-on-the-sounds-from-the-streets-505466011.html","","NBC Omaha","","02/07/2019","https://www.omaha.com/news/if-you-re-shooting-omaha-is-listening-with-shotspotter/article_41d39d49-4ea1-59b0-9267-e2e88d763245.html","","Omaha World-Herald","","7/3/2013"
"AOS5290","Atlantic City","Atlantic County","NJ","Atlantic City Police Department","Police","The Atlantic City Police Department began using ShotSpotter gunshot detection technology in 2013.","Municipal","Gunshot Detection","ShotSpotter","https://nj1015.com/atlantic-city-uses-new-technology-to-locate-gunfire-audio/","","New Jersey 101.5","","05/22/2013","","","","","","","","","",""
"AOS5291","Piscataway","Middlesex County","NJ","Piscataway Police Department","Police","The Piscataway Police Department use ShotSpotter gunshot detection technology.","Municipal","Gunshot Detection","ShotSpotter","https://www.fool.com/earnings/call-transcripts/2019/11/12/shotspotter-inc-ssti-q3-2019-earnings-call-transcr.aspx","","Shotspotter ","","11/12/2019","","","","","","","","","",""
"AOS5292","Neptune","Monmouth County","NJ","Neptune Township Police Department","Police","Asbury Park, Neptune and Monmouth County share a ShotSpotter gunshot detection system. ","Municipal","Gunshot Detection","ShotSpotter","https://www.app.com/story/news/local/communitychange/2019/12/10/neptune-asbury-park-shotspotter-vote/2634417001/","","App","","12/10/2019","","","","","","","","","",""
"AOS5293","Freehold","Monmouth County","NJ","Monmouth County Prosecutor's Office","Prosecutor","Asbury Park, Neptune and Monmouth County share a ShotSpotter gunshot detection system. ","County","Gunshot Detection","ShotSpotter","https://www.app.com/story/news/local/communitychange/2019/12/10/neptune-asbury-park-shotspotter-vote/2634417001/","","App","","12/10/2019","","","","","","","","","",""
"AOS5294","Asbury Park","Monmouth County","NJ","Asbury Park Police Department","Police","Asbury Park, Neptune and Monmouth County share a ShotSpotter gunshot detection system. ","Municipal","Gunshot Detection","ShotSpotter","https://www.app.com/story/news/local/communitychange/2019/12/10/neptune-asbury-park-shotspotter-vote/2634417001/","","App","","12/10/2019","","","","","","","","","",""
"AOS5295","Elmont","Nassau County","NY","Nassau County Police Department","Police","The Nassau County Police Department has been using ShotSpotter gunshot detection technology since 2009.","County","Gunshot Detection","ShotSpotter","http://www.homelandsecuritynewswire.com/use-crime-fighting-shotspotter-technology-be-expanded-nassau-county","","Homeland Security Newswire","","09/07/2009","","","","","","","","","",""
"AOS5296","Hempstead","Nassau County","NY","Hempstead Police Department","Police","The Hempstead Police Department has been using ShotSpotter gunshot detection technology since 2012.","Municipal","Gunshot Detection","ShotSpotter","https://longislandreport.org/news/violence-reducing-shotspotter-system-coming-to-hempstead/15929","","Long Island Report","","10/24/2012","","","","","","","","","",""
"AOS5297","Long Beach","Nassau County","NY","Long Beach Police Department","Police","The Long Beach Police Department began using ShotSpotter gunshot detection technology in 2015. ","Municipal","Gunshot Detection","ShotSpotter","http://www.lbpd.com/2068/55011.html","","Long Beach Police Department","","2015","https://www.shotspotter.com/news/long-beach-signs-on-to-shotspotter/","","ShotSpotter","","11/17/2015","","","","",""
"AOS5298","New York City","Richmond County, Queens County, Bronx County, Kings County, New York County","NY","New York Police Department","Police","The New York City Police Department began using ShotSpotter gunshot detection technology in 2015. ","Municipal","Gunshot Detection","ShotSpotter","https://www1.nyc.gov/office-of-the-mayor/news/172-15/mayor-de-blasio-police-commissioner-bratton-launch-new-gun-detection-technology#/0","","New York City Government","","03/16/2015","","","","","","","","","",""
"AOS5299","Syracuse","Onandaga County","NY","Syracuse Police Department","Police","The Syracuse Police Department began using ShotSpotter gunshot detection technology in 2017.","Municipal","Gunshot Detection","ShotSpotter","https://www.shotspotter.com/news/common-council-approves-300000-for-installation-of-shotspotter-in-syracuse/","","ShotSpotter","","3/7/2017","http://dailyorange.com/2017/03/common-council-approves-300000-for-installation-of-shotspotter-in-syracuse","","The Daily Orange","","3/7/2017","http://dailyorange.com/2018/10/shotspotter-technology-help-syracuse-police-detect-gunshots/","","The Daily Orange","","10/23/2018"
"AOS5300","Cincinnati","Hamilton County","OH","Cincinnati Police Department","Police","The Cincinnati Police Department began ShotSpotter gunshot detection technology in 2017.","Municipal","Predictive Policing","ShotSpotter","https://www.cincinnati.com/story/news/politics/2018/01/08/cincinnati-police-installed-new-gunfire-locating-shotspotter-technology-confirmed-their-fears/997918001/","","Cincinnati","","01/08/2018","","","","","","","","","",""
"AOS5301","Columbia","Lexington County, Richland County","SC","Columbia Police Department","Police","The Columbia Police Department started using ShotSpotter gunshot detection technology in 2019 at an initial cost of $1.13 million.","Municipal","Gunshot Detection","ShotSpotter","https://www.thestate.com/news/local/crime/article230253819.html","","The State News","","05/10/2019","","","","","","","","","",""
"AOS5302","Jackson","Madison County","TN","Jackson Police Department","Police","The Jackson Police Department began using ShotSpotter gunshot detection technology in 2018.","Municipal","Gunshot Detection","ShotSpotter","https://www.jacksonsun.com/story/news/local/2018/10/17/jpd-sets-sights-using-tech-reduce-gun-crime/1576468002/","","Jackson Sun","","10/17/2018","","","","","","","","","",""
"AOS5303","Milwaukee","Milwaukee County","WI","Milwaukee Police Department","Police","The Milwaukee Police Department began using ShotSpotter gunshot detection technology in 2010. ","Municipal","Gunshot Detection","ShotSpotter","https://www.wpr.org/milwaukee-committed-shotspotter-outcomes-data-remain-elusive","","Wisconsin Public Radio","","05/11/2016","","","","","","","","","",""
"AOS5305","Rocky Mount","Nash County, Edgecombe County","NC","Rocky Mount Police Department","Police","The Rocky Mount Police Department began using Shotspotter gunshot detection technology in 2011.","Municipal","Gunshot Detection","ShotSpotter","https://www.businesswire.com/news/home/20111020005748/en/City-Rocky-Mount-NC-Enhancing-Public-Safety","","Business Wire ","","10/20/2011","","","","","","","","","",""
"AOS5306","Cambridge","Middlesex County","MA","Cambridge Police Department","Police","The Cambridge Police Department began using Shotspotter gunshot detection technology in 2014.","Municipal","Gunshot Detection","ShotSpotter","https://www.cambridgema.gov/cpd/newsandalerts/Archives/2014/05/cambridgepolicedepartmenttoimplementshotspotterflexgunfirealertandanalysisservice.aspx","","Cambridge MA","","05/28/2014","","","","","","","","","",""
"AOS5307","Toledo","Lucas County","OH","Toledo Police Department","Police","The Toledo Police Department began using ShotSpotter gunshot detection technology after receiving a $492,000 grant in 2018 from U.S. Department of Justice's Bureau of Justice Assistance.","Municipal","Gunshot Detection","ShotSpotter","https://toledo.oh.gov/news/492-000-grant-award-will-help-toledo-police-combat-gun-violence/","","Toledo Government ","","","https://www.toledoblade.com/local/police-fire/2019/07/02/tpd-police-shotspotter-north-toledo-detect-gunfire/stories/20190701151","","Toledo Blade","","07/02/2019","","","","",""
"AOS5308","Montgomery","Montgomery County","AL","Montgomery Police Department","Police","The Montgomery Police Department began using ShotSpotter gunshot detection technology in 2009.","Municipal","Gunshot Detection","ShotSpotter","https://www.businesswire.com/news/home/20090624006027/en/City-Montgomery-Targets-Gun-Violence-Technology-ShotSpotter","","Business Wire ","","06/24/2009","","","","","","","","","",""
"AOS5309","Tampa","Hillsborough County","FL","Hillsborough County Sheriff's Office","Sheriff","The Hillsborough County Sheriff's Office began using ShotSpotter gunshot detection technology in 2015. The initial three-year contract cost $800,000.","County","Gunshot Detection","ShotSpotter","https://www.shotspotter.com/news/i-team-new-crime-fighting-gunshot-detection-technology-coming-to-tampa-bay/","","ShotSpotter","","10/15/2015","","","","","","","","","",""
"AOS5310","Gladeview","Miami-Dade County","FL","Gladeview Police Department","Police","The Gladeview Police Department uses ShotSpotter gunshot detection technology.","Municipal","Gunshot Detection","ShotSpotter","https://palmbeach.floridaweekly.com/articles/when-shots-fire/","","Florida Weekly","","3/5/2020","","","","","","","","","",""
"AOS5311","Lake Park","Palm Beach County","FL","Lake Park Police Department","Police","The Lake Park Police Department uses ShotSpotter gunshot detection technology.","Municipal","Gunshot Detection","ShotSpotter","https://palmbeach.floridaweekly.com/articles/when-shots-fire/","","Florida Weekly","","3/5/2020","","","","","","","","","",""
"AOS5312","Greenville","Pitt County","NC","East Carolina University Police Department","Police","The Greenville Police Department, East Carolina University Police Department, Vidant Medical Center, Greenville Housing Authority and the Pitt County Sheriff’s Office share ShotSpotter gunshot detection technology.","University","Gunshot Detection","ShotSpotter","http://www.theeastcarolinian.com/news/article_760d4660-33d5-11e9-bec1-13bb21e914c6.html","","East Carolinian","","02/18/2019","","","","","","","","","",""
"AOS5313","East Orange","Essex County","NJ","East Orange Police Department","Police","The East Orange Police Department has been using ShotSpotter gunshot detection technology since at least 2007. ","Municipal","Gunshot Detection","ShotSpotter","http://ptoday.blogspot.com/2007/07/east-orange-skips-ahead-of-plainfield.html","","Plainfield Today","","07/23/2007","https://nj1015.com/in-njs-high-crime-cities-police-alerted-within-seconds-of-shots-being-fired/","","NJ101.5","","11/28/2016","","","","",""
"AOS5314","Worcester","Worcester County","MA","Worcester Police Department","Police","The Worcester Police Department began using ShotSpotter gunshot detection technology in 2014.","Municipal","Gunshot Detection","ShotSpotter","https://www.worcestermag.com/2014/04/17/shotspotter-struts-stuff-worcester-residents","","Worcester Magazine","","04/17/2014","","","","","","","","","",""
"AOS5315","Youngstown","Mahoning County","OH","Youngstown Police Department","Police","The Youngstown Police Department received a $530,000 federal grant to purchase ShotSpotter gunshot detection technology in 2010.","Municipal","Gunshot Detection","ShotSpotter","https://www.policeone.com/police-products/communications/press-releases/youngstown-is-first-ohio-city-to-partner-with-shotspotter-8UlhwA0wcU5Hk3WA/","","Police One","","02/02/2010","","","","","","","","","",""
"AOS5316","Camden","Camden County","NJ","Camden County Police Department","Police","The Camden County Police Department has used ShotSpotter gunshot detection technology since 2013.","County","Gunshot Detection","ShotSpotter","https://www.nj.com/camden/2015/04/camden_reports_48_percent_reduction_in_gunfire.html","","New Jersey","","04/02/2015","","","","","","","","","",""
"AOS5317","Redwood City","San Mateo County","CA","Redwood City Police Department","Police","The Redwood City Police Department has used ShotSpotter gunshot detection technology since 1996. ","Municipal","Gunshot Detection","ShotSpotter","https://www.redwoodcity.org/departments/police-department/information/crime-fighting-technology","","Redwood City Police Department","","","https://www.wired.com/2007/04/shotspotter/","","Wired","","04/01/2007","","","","",""
"AOS5318","College Park","Prince George's County","MD","University of Maryland Police Department","Police","The University of Maryland Police Department implemented ShotSpotter gunshot detection technology in 2015.","University","Gunshot Detection","ShotSpotter","https://www.domesticpreparedness.com/preparedness/running-to-the-police-not-away-from-them/","","DomesticPreparedness","","10/07/2015","","","","","","","","","",""
"AOS5319","Westminster","Orange County","CA","Westminster Police Department","Police","The Westminster Police Department equipped all of its patrol officers and detectives with Axon body-worn cameras in 2019.","Municipal","Body-worn Cameras","Axon","https://behindthebadge.com/westminster-police-department-rolls-out-body-cams-to-patrol-officers-and-detectives/","","Behind the Badge","","05/24/2019","","","","","","","","","",""
"AOS5320","Edgewood","Harford County","MD","Harford County Sheriff's Office","Sheriff","The Harford County Sheriff's Office purchased one automated license plate reader in 2015 and purchased four more in 2016 from Selex ES Inc. for $76,300. ","County","Automated License Plate Readers","Selex","https://www.baltimoresun.com/maryland/harford/aegis/ph-ag-license-plate-readers-0615-20160615-story.html","","The Baltimore Sun","","06/15/2016","http://www.harfordcountymd.gov/AgendaCenter/ViewFile/Agenda/_06072016-775","","Harford County Board of Estimates Meeting Minutes","","06/07/2016","","","","",""
"AOS5321","Iron Mountain","Dickinson County","MI","Iron Mountain Police Department","Police","The Iron Mountain Police Department uses body-worn cameras. ","Municipal","Body-worn Cameras","","https://www.uppermichiganssource.com/content/news/Police-officer-justified-in-fatal-Iron-Mountain-shootingAutopsy-reveals-drugs-in-suspects-system-493301751.html","","WLUC-TV6","","09/14/2018","","","","","","","","","",""
"AOS5322","Clovis","Curry County","NM","Clovis Police Department","Police","The Clovis Police Department has had body-worn cameras from Digital Ally since 2015. ","Municipal","Body-worn Cameras","Digital Ally","https://www.globenewswire.com/news-release/2015/09/25/1039351/0/en/Digital-Ally-Receives-Multiple-GSA-Orders-for-Body-Cameras-and-In-Car-Audio-Video-Systems.html","","globenewswire","","09/25/2015","","","","","","","","","",""
"AOS5323","Hastings","Barry County","MI","Hastings Police Department","Police","The Hastings Police Department began using Axon body-worn cameras in 2014. ","Municipal","Body-worn Cameras","Axon","http://hastingsmi.org/wp-content/uploads/2017/07/Council-Packet-07-24-2017.pdf","","Hastings City Council Communication","","07/21/2017 ","","","","","","","","","",""
